UserID,Sequence,JobTitle,JobCategoryID
347941,6,customer service representative,1
348048,1,mid atlantic and mountain region field sales manager,90
348048,2,associate sales representative,16
348048,3,regional sales manager,90
348048,4,federal account manager,192
349026,1,director of safety training operations fleet manager,82
349026,2,operations fleet manager,34
349026,3,operations fleet dispatcher,34
349191,1,counseling intern,36
349191,2,research teaching assistant,112
349191,3,case manager intern,149
349493,1,home childcare provider,151
349493,2,manger,198
349493,3,senior officer,62
351614,1,associate technical manager,74
351614,2,lead design engineer,81
351614,3,design engineer,81
351614,4,project engineer,27
352309,1,senior administrative assistant,20
352309,2,administrative assistant,20
353182,1,sales internet specialist,3
353182,2,customer service representative,1
353182,3,shop supervisor,161
353182,4,sales customer service,1
353182,5,internet specialist,3
353648,1,operations analyst,34
353648,2,financial analyst,69
353648,3,financial analyst,69
354768,1,executive assistant meeting and event administrator,196
354768,2,special events account executive,192
354768,3,senior administrative assistant,20
354768,4,black book international reference guide,191
354905,1,customer service manager,1
354905,2,account executive,192
354905,3,customer service manager,1
354905,4,customer service representative,1
354905,5,receptionist,54
354925,2,chemist intern,36
354925,3,resident assistant,2
355388,1,machine assembler mig welder,93
355388,2,plumber s apprentice laborer,160
355388,3,machine operator,93
355388,4,fabricator welder,160
356194,1,administrative assistant,20
356194,2,substitute teacher,40
356194,3,customer service representative,1
356582,1,developer,50
360160,1,patient service representative,135
360160,2,medical collections representative,109
360160,3,admissions advisor,97
360395,1,customer relations manager,127
360395,2,data entry,18
360395,3,payroll administrator,28
362047,2,administrative assistant,20
362669,1,office assistant volunteer,115
362669,2,medical receptionist patient care coordinator,135
362669,3,patient services coordinator pharmacy clerk,164
366139,1,sales representative,16
366139,2,certified trainer,140
366139,3,sales associate,154
366139,4,host cashier,25
366636,1,iron worker,51
366636,3,foreman,161
368367,5,volunteer,115
370167,1,finance office manager for not for profit arts education organization,111
370167,2,contract assignment staff accountant,153
370167,3,bookkeeper for commercial carpet supplier,163
370167,4,credit and collections supervisor for cosmetology and beauty educational,183
370167,5,bookkeeper,24
370167,6,staff accountant for bacino,59
370167,7,office manager accounting supervisor,24
370167,8,accounts payable manager,61
371844,1,data collection specialist,18
371844,2,administrative assistant,20
373036,1,barista shift manager,120
373036,2,student teaching,67
373036,3,kennel help receptionist,71
373036,4,hostess,91
374456,1,medical administrative assistant externship,20
374456,2,receptionist office assistant,54
374456,3,customer service representative,1
374456,4,associate production client specialist,43
374456,5,receptionist,54
376965,1,security officer,38
376965,2,sales associate,154
376965,3,service agent,45
376965,4,sales associate,154
376965,5,barista,0
378334,1,network development intern,101
378334,2,cashier,25
378334,3,receptionist,54
378334,4,financial and management intern,69
378473,1,director of sales,12
378473,2,director of sales,12
378473,3,crossmark sales and marketing,23
378473,4,director of sales,12
378473,5,senior buyer merchandising manager,15
378473,6,director of food service merchandising manager,193
378473,7,senior buyer merchandising manager,15
378473,8,buyer,145
379556,1,vail ski resort lift operator,10
379556,2,executive assistant re,26
379556,3,security guard total security management,38
379556,4,senior sales account executive,192
379556,5,new and used sales consultant,14
379556,6,new and used sales consultant,14
385850,1,party supervisor assistant to the director of operations,34
385850,3,planner,168
385850,4,party coordinator,7
385850,5,server coach,155
386122,1,director global scientific marketing,23
386122,2,director new product marketing,102
386122,3,senior director new products,12
386122,4,director r d influenza product portfolio,102
386122,5,commercial development,58
386122,6,marketing director institute for entrepreneurial studies,117
386122,7,consultant,14
386235,1,pc lan technician,5
386235,2,helpdesk technician,5
389139,1,manager,0
389139,3,special projects remodel manager,0
389139,4,manager,0
389139,5,system support technician,31
389217,1,marvin goldstein owner,70
389217,2,mike kane supervisor,6
389217,3,bill jacobs shift supervisor,120
389217,4,lamar gilmer warehouse supervisor,46
389217,5,bill perryman foreman,161
389962,1,english and psychology teacher,40
389962,2,english teacher,40
390096,1,concierge,0
390096,2,administrative assistant,20
390096,3,activity coordinator,7
390096,4,residential counselor,84
391761,1,vice president of sales,29
391761,2,vice president of sales,29
391761,3,new business manager,21
391761,4,vice president of sales,29
391761,5,chief sales marketing officer,62
391761,6,national third party administrator owned by ams,28
391761,7,director of sales,12
391761,8,regional manager,118
391761,10,sales manager,90
394613,1,shipping receiving clerk,65
394613,2,receiving clerk,65
395271,1,business diversity procurement contract compliance coordinator,153
395271,2,licensed real estate associate,180
395271,3,special events manager,0
395528,1,manager,0
395528,2,manager,0
395528,3,youth counselor,84
395528,4,cashier,25
396104,1,maintanance and janitorial,0
396104,2,maintanance and janitorial,0
400401,1,instructor admin coordinator,87
400401,2,network engineer,101
400401,3,machine operator,93
400401,4,teacher coordinator,40
400544,1,contract specialists assistant,153
400544,8,effectively maintained high level of customer service,1
400544,9,expert,0
400576,1,operations,34
400609,1,general manager assistant,35
400609,2,accounting manager,44
400609,3,café manager,0
400609,4,life skills worker,51
400609,5,delivery driver,22
400609,6,line worker brazier core builder,169
401046,1,medical technician,30
401046,2,phlebotomist,0
401046,3,phlebotomist,0
401046,4,data entry,18
401046,5,healthcare specialist,3
402196,1,facility manager,0
402196,2,warehouse supervisor,46
402196,3,temporary employee casual,105
402604,1,student journalists,67
402604,2,local youth leadership counsel,76
402604,4,advertising sales agent,45
402833,1,customer service representative,1
402833,2,pic person in charge front end cashier,25
402833,3,warehouse lead forklift operator,122
402833,4,warehouse supervisor,46
402833,5,customer service supervisor,1
402833,6,dock worker forklift operator,122
402833,7,client service representative,156
404835,1,corporate purchasing agent,145
404835,2,office manager,24
404835,3,payroll clerk,13
405415,1,business closing due to owner retiring,70
405415,2,care giver for parents,88
405415,3,administrative assistant executive secretary health benefits div,176
406951,1,buyer,145
406951,2,buyer,145
406951,3,senior buyer,15
406973,1,sales associate,154
406973,2,sales associate cashier,154
406973,3,dai as office manager,24
406973,4,dai as office manager,24
406973,5,dai as secretary receptionist,104
406993,1,assistant coach men s ice hockey acha division 1,155
406993,2,student,67
406993,3,hockey organization treasurer,0
406993,4,delivery driver,22
406993,5,associate,11
412328,1,direct marketing and sells,23
412328,2,secretary intern,104
412328,3,consultant,14
412328,4,stock and re shelf specialist,3
412946,1,route manager,0
412946,3,assistant,2
414054,1,owner operator,70
414054,2,general manager,35
414054,3,dealer principal,0
414054,4,minority partner,21
414054,5,finance and insurance manager,180
414169,1,clerical administrative,177
414169,2,department supervisor,64
414169,3,front end supervisor,6
414386,1,property manager,172
414386,2,leasing consultant and assistant to the manager,165
414386,3,sales associate,154
414546,1,medical assistant,30
414546,2,medical assistant,30
415325,1,zone supervisor manager,6
415325,2,store manager,68
415325,3,key holder acting store manager,68
416114,1,account manager,192
416114,2,store co manager,68
416114,3,assistant manager,165
416114,4,department manager lawn garden,64
416695,1,director of customer care lighting services,52
416695,2,director of quality business excellence,60
416695,3,director of quality,60
416695,4,regional quality manager,118
416695,5,supplier quality operations manager,34
416695,6,business plan consultant,14
417078,1,administrative assistant,20
417078,2,private party benefit server,91
417078,3,cashier server,91
419484,1,bus operator,10
419484,2,machine operator packer,93
420257,2,cook,85
420257,3,cook,85
420257,6,parts puller,178
420257,7,truck load unload assembler,136
420257,8,laborer,160
420257,9,injection molding operator,10
422160,1,cashier and cart attendant,125
422160,2,cashier and inventory,113
426493,1,dental nurse assistant,107
426493,2,dental nurse assistant uk varied locations,107
427813,1,sales associate,154
427813,2,delivery freight assistant,2
428046,1,independent dealer,132
428046,2,catering staff,59
428046,3,international student mentor,191
428046,4,accounting trainee,44
428747,1,close out finder,0
428747,2,day to day substitute teacher,40
428747,3,security officer,38
428747,4,quality control inspector,152
428747,5,insurance agent producer,180
428747,6,staff assistant to the assistant city controller,175
428747,7,financial analyst,69
428747,8,federal internal auditor,92
428747,9,business manager,21
432215,1,registered nurse,39
432215,2,maintenance electrician,188
433078,1,full time machine operator,93
433078,2,part time stocker,32
433092,1,merchandising,17
433092,2,manager,0
433092,3,stock employee,105
434352,1,sketchup modeling,0
434352,3,volunteer work,115
434352,4,cashier stocking shelves,25
435903,1,processing clerk,162
435903,2,tax consultant,14
435903,3,service representative,16
435903,4,teller i,138
439237,1,office administrator,28
439237,2,office administrator,28
439237,3,office administrator,28
440453,1,senior certified pharmacy technician,164
440453,2,customer service representative,1
440453,3,operations clerk,34
440980,1,manager of lumpkin library,0
440980,2,accounting internship,159
440980,3,outside staff and cady,189
440980,4,assistant manager of lumpkin library,165
440980,5,concrete construction worker,114
442015,1,cashier,25
442015,2,stocker,0
442015,3,assistant manager,165
442015,4,sales associate,154
442015,5,technical support executive,74
442015,6,technical support executive grade ii,74
442015,7,autocad operator site supervisor,10
442015,8,electrical contractor,179
442615,1,web developer,166
442615,2,web developer,166
442615,3,web developer,166
442615,4,it assistant,2
442615,5,city clerk office intern,36
442615,6,programmer,139
442615,8,social media and channel matrix analyst,141
442615,9,coordinator,7
442615,10,web programmer,166
444236,1,parts stager,178
444236,2,receptionist,54
444236,3,maid cleaner,0
444236,4,material handler,144
446172,1,sales associate,154
446172,2,sales associate,154
446172,3,sales associate,154
446172,4,insurance agent,180
446515,1,sales associate food salemen,154
446515,2,server cashier,91
447722,1,line cook,169
447722,2,temporary cnc factory work,105
447722,3,cook,85
447722,4,tool rental associate floor associate,11
447722,5,bakery associate floor associate,11
447929,1,systems administrator,83
447929,2,it technician,5
447929,3,contributing writer,133
447929,4,data specialist,18
447929,5,lead service technician,19
448819,1,accounts receivable administrative assistant,61
448819,2,account representative,192
448819,3,account representative,192
448819,4,account representative,192
448819,5,account representative temporary,105
448819,6,account representative,192
448868,1,retail sales,77
449310,1,shipping clerk,66
449310,3,general warehouse associate,46
449310,4,greeter,0
449310,5,shipper,0
450073,1,processor,121
450073,2,cad operator,10
451375,1,desk assistant,56
452754,1,personal care associate pca,88
454900,1,intern,36
454900,2,senior student ambassador and team leader,33
454900,3,sales associate and management assistant,154
454900,4,student teacher,67
454900,5,conference presenter,0
454900,6,tefl tesol certified instructor,87
455762,1,appointment setter,0
455762,2,associate,11
455762,3,model,0
455762,4,shift leader,120
455762,5,model,0
455762,6,waitress hostess,199
456792,1,transportation manger,198
456792,2,sales manger,198
456792,3,sales representative,16
456792,4,manager,0
457105,1,banquet bartender serving,199
457105,2,supervising agent and general producer,45
457105,3,market development manager sales representative,58
457105,4,marketing consultant sales representative,16
457105,5,internship and study abroad program,159
457105,6,group leader,33
458409,1,part timer,0
458409,2,dock worker,51
458409,3,journeymen wireman electrician,188
458409,4,installer,186
462255,1,sales representative,16
462255,2,wine consultant sales representative,16
462255,3,sales,4
462255,4,sales manager owner,90
464627,1,partner manager,0
464627,2,supervisor team member,103
464627,3,sales representative,16
464627,4,sales representative prototype developer,50
465083,1,inventory control sales associate,154
465083,2,cashier inventory control,113
465083,3,loader,136
465083,4,cashier inventory control,113
465083,5,cashier inventory control,113
465505,1,undergraduate research assistant,112
465505,2,building manager,0
465505,3,production crew,150
465690,1,ceo,0
465690,2,general manager,35
465690,3,general manager,35
465690,4,sales manager,90
465690,5,service writer,133
465690,6,assistant facilities operation manager,2
466366,1,technical operations director,74
466366,2,district vice president,29
466366,4,general manager,35
466366,5,general manger,198
466366,6,chief technician,150
466836,1,illinois and missouri licensed insurance producer,180
466836,2,operations manager,34
466836,3,college internship recruiter,159
466836,4,promotions consultant,14
466836,5,brand representative,16
468619,1,math grader,0
468619,2,office aide,106
470891,1,computer lab attendant,125
470891,2,tutor mentor,0
470891,3,recruiter,190
470891,4,intern,36
473100,1,maintenance planner scheduler,168
473100,2,inventory receiving and merchandise manager,113
473100,3,senior buyer,15
473100,4,supervisor,6
473100,5,weekend supervisor,6
473100,6,supervisor,6
474338,1,in office procedure assistant,24
474338,2,intern in podiatry,36
474338,3,intern in internal medicine,36
474355,1,senior customer service associate on floor supervisor,1
474355,2,assistant manager,165
474355,3,lead receptionist club attendant,125
474355,4,sales originator,4
474922,1,benefits manager,176
474922,2,hgds dba footprint retail services,77
474922,3,human resources generalist,49
474922,4,human resources generalist,49
474922,6,district sales manager,90
474922,7,special projects manager,0
474922,8,retail system trainer,140
474922,9,sales associate,154
477483,1,client sales and service officer,62
477483,2,executive secretary accounting assistant,104
477483,3,office manager,24
477483,4,portfolio administrator,28
480337,1,gymnastics cheerleading coordinator,7
480337,2,director of aquatics,12
480337,3,lifeguard swimming instructor,87
480337,4,head lifeguard and assistant,157
480337,5,lifeguard swimming instructor,87
480337,6,sport recreational intern,36
480337,7,front desk supervisor volleyball instructor,87
480337,8,youth adult sports coordinator head lifeguard,157
480337,9,head lifeguard,157
481416,1,administrative assistant,20
481416,2,temporary service,105
481416,3,administrative assistant,20
483016,1,internship,159
483016,2,assistant manager projectionist,165
483950,1,bus operator,10
483950,2,car salesperson,0
483950,3,bus operator,10
483950,4,bus operator,10
483950,5,sales floor team member,103
483950,6,customer service representative,1
483950,7,delivery driver cook cashier customer service representative,85
484272,1,armed security officer,38
484272,2,unarmed security officer,38
484272,3,detail service agent,45
484272,4,porter prep cook security,85
486557,1,heavy equipment mechanic,89
487084,1,mig welder,160
487084,2,lube technician,5
487084,3,installer remodeler,186
487084,4,mechanical department engineer lead,148
487084,5,mechanic electrician welder,188
487086,1,registered nurse,39
487086,2,licensed practical nurse,107
487086,3,licensed practical nurse,107
487086,4,certified nurse s assistant,130
487382,1,sales associate hair stylist,154
487382,2,sales associate,154
487382,3,sales associate,154
487382,4,sales associate,154
489740,1,office of information technology oit student intern,134
489740,2,department of residents life and assistant,64
489740,3,intern department of engineering and technology,128
489740,4,tutor counselor,84
491141,1,public safety dispatcher,127
491141,2,managerial assistant,2
493004,1,project manager,27
493004,2,field service manager,96
493004,3,carpenter,132
493897,1,customer service rep collections,109
493897,2,mortgage consultant,14
493897,3,head cook,157
493897,4,cashier cook,85
494077,1,forklift operator,122
494077,2,carpenter helper handyman,186
494077,3,forklift operator,122
495586,1,loan servicing clerk,163
495586,2,front desk clerk,56
495586,3,teller,138
496693,1,material handler,144
496693,2,shipping rec material handler,144
496693,3,press operator,10
496693,4,press operator,10
498085,1,truck driver,136
498085,2,truck driver,136
498085,3,route sales,4
500649,1,office manager,24
500649,2,property manager,172
501521,1,designer,86
501521,2,receptionist filing inventory maintenance,113
501568,1,customer service rep,75
501568,2,full time shift leader,120
501568,3,assistant manager,165
501568,4,patient transporter,135
502212,1,legal assistant,2
502212,2,legal secretary,104
502212,3,legal assistant,2
502212,4,legal assistant office manager,24
503151,1,student assistant,67
503151,2,affairs full time intern,36
503151,3,research assistant teaching,112
503151,4,qc intern,36
503151,5,research assistant,112
505333,1,sales associate,154
505333,2,sales associate,154
506122,1,loan assistant,163
506122,2,loan secretary,163
506173,1,resolved all types of financial concerns for customers and internet issues sales and bank products,69
506478,1,pet hotel care specialist,88
506478,2,office of the registrar,24
506478,3,catechism classes assisting teacher,40
506478,4,member of the evanston township high school student club,167
506478,6,farmer s market worker,51
506676,2,part time loader,32
506676,4,retail supervisor,77
507377,1,emeritus,0
507377,2,activity director volunteer coordinator,115
507377,3,unit manager,0
507377,4,alzheimer s coordinator assistant,7
507377,6,activity director assistant,12
508764,1,administrative assistant,20
508764,2,clerk,13
508764,3,secretary,104
508764,4,teller,138
509764,1,inside sales representative,123
509764,2,major account representative,192
509764,3,sales assistant customer service representative,1
509905,1,mechanic,89
509905,2,shipping builder,66
509909,1,senior project manager,27
509909,2,project quality officer,60
509909,3,project change manager,27
509909,4,project manager business systems analyst team lead,83
509909,5,primary focus on analysis of risk management data systems,83
509909,6,senior business analyst,21
509909,7,senior risk information service specialist,134
509909,8,trainer,140
511463,1,assistant manager,165
511463,2,personal assistant,2
511463,3,leasing agent,45
512135,2,driver,22
512135,3,merchandiser,77
512135,4,merchandiser,77
512509,2,driver,22
512509,3,independent contractor,132
512509,4,independent contractor,132
513299,1,officer,62
513299,2,information communications technology assistant,124
513299,3,help desk technician network administrator,71
513709,1,ticket sales,4
513709,2,leasing consultant part time,32
513709,3,cargo claims specialist full time,100
513709,4,clerical data entry 10 key customer service,177
513709,5,sales associate full time,154
513709,6,accounts payable full time through temp,61
514415,2,operations representative lockbox specialist,34
514415,3,office manager,24
516755,1,cashier associate,25
516755,2,cashier associate,25
516755,3,telephone sales representative,16
516755,4,cashier associate,25
517865,1,secretary assistant office manager,104
518366,1,server,91
518366,2,collector 1 to,163
518366,3,business development manager,58
518366,4,office administrator,28
518366,5,sales representative,16
518366,6,cart attendant,125
518366,7,receptionist,54
519321,1,rn,108
519321,2,public health nurse,63
519321,3,rn,108
519321,4,rn,108
519321,5,rn,108
519321,6,senior public health nurse,63
521482,1,quality assurance manager,60
521482,2,business development manager,58
521482,3,business development manager for mid,58
521482,4,national consultant,14
521482,5,national consultant,14
521482,6,teacher,40
521482,7,middle school teacher,167
524778,1,medical biller,30
526219,1,commercial flat roofing specialist,3
526219,2,quality assurance technical representative,60
526219,3,customer service representative,1
527846,1,legal administrative assistant,20
527846,2,legal secretary,104
527846,3,legal secretary,104
527846,4,receptionist,54
527859,1,customer service representitive,1
527859,2,marketing,23
527859,3,police communications technician,124
527859,4,administrative assistant,20
528510,1,event staff coordinator,196
528510,2,customer service representative,1
532540,2,mainframe computer operator,110
532540,3,machine operator,93
532540,4,mainframe computer operator,110
532540,5,computer operator,110
533873,1,jr preschool teacher,40
533873,2,assistant director,12
533873,3,school aged teacher head infant care taker,157
533873,4,lead infant teacher,40
534274,1,supervisor,6
534274,2,supervisor,6
534274,3,lead technologist,19
534274,4,staff technologist,59
534274,5,general staff,59
536386,1,local sports writer,133
536386,2,contributing writer,133
536386,3,camp excellence camp coordinator,7
539008,1,receptionist,54
539008,2,tutor,0
541265,1,account executive,192
541265,2,volunteer camera operator,115
541265,3,freelance camera operator video editor,10
541265,4,board operator producer and sales,10
541265,5,trader assistant,2
541600,1,assistant,2
541600,2,food sevice instructor,193
541600,3,administrative assistant,20
544035,1,price accuracy member licensed pharmacy tech,164
544035,2,admin,78
544035,3,customer service rep,75
544035,4,executive admin,26
544035,5,executive admin,26
544179,1,chicago state police intern,119
544179,2,u s army historical officer,62
544179,3,unit supply specialist,181
546679,1,medical assistant externship,30
546679,2,server,91
546679,3,customer service manager,1
546679,4,sever bartender,199
548559,1,planogram associate,11
548559,2,cashier,25
548717,1,accounting clerk,44
548717,2,administrative assistant,20
549025,1,service inventory specialist,113
549025,4,customer service specialist,1
549025,5,lead teller manager trainee,138
549025,7,youth director,12
549717,1,customer service representative,1
549717,2,cook,85
550123,1,r n student nursing clinic,67
550123,2,case management,149
550123,3,research assistant,112
550952,1,president fortune,29
550952,2,sales manager,90
550952,3,owner operator gulfside construction company,114
554963,1,substitute teacher,40
554963,2,substitute teacher and basketball coach,155
554963,3,server,91
554963,4,server,91
554963,5,server,91
554963,6,server,91
554963,7,car salesman,0
554963,8,paint line,169
554963,9,lawn and garden sales associate cashier,154
554963,10,landscaper,0
556378,1,interface between research development,112
556609,2,store manager,68
556609,3,inside sales cor,123
556609,4,inside sales,123
556609,6,sales,4
559723,1,athletic director internship,159
559723,2,corporate event staff,196
559723,3,5th grade girls basketball coach,155
559723,4,marketing and sales support staff internship,159
559723,5,fitness coach,155
559723,6,camp counselor,84
562150,1,temporary housekeeper,105
562150,2,hr executive,95
562150,3,part time home caregiver,151
562150,4,hr admin officer,95
562189,3,mechanic troubleshooting,89
562189,4,apprenticeship and worked up to repairing boilers,0
562690,1,assembly and test specialist,171
562690,2,team assembler,73
562690,3,laborer,160
562690,4,student,67
562690,5,warehouse worker,51
562690,6,boatswain mate 3rd class interior communications electrician 3rd class,188
563052,1,dba business intelligence developer,50
563052,2,database architect,28
563052,3,project lead,19
563052,4,business intelligence consultant,14
563052,5,business intelligence consultant,14
563052,6,consultant,14
563274,1,security operations specialist,38
563274,2,cashier,25
563274,3,director of customer service,1
563274,4,project coordinator,27
563584,1,intern,36
563584,2,trainer of new employees,140
563584,3,team captain for charity walk benefiting cancer research,112
563584,4,orientation leader,33
563584,6,server,91
563584,7,volunteer and other valuable experiences,115
563584,9,coach care center and indian prairie,155
564042,1,support services administrator,28
564042,2,administrative assistant,20
564042,3,secretary,104
564042,4,administrative assistant accounting clerk secretary,104
564042,5,accounting clerk,44
564042,6,secretary,104
565455,1,technician,5
565455,2,technician,5
565455,3,technician,5
565455,4,technician team leader,33
565455,5,shop foreman repair technician,161
565455,6,repair technician,5
565455,7,maintenance technician,37
566811,1,material performance manager,142
566811,2,regional technical services manager vulcan materials,118
566811,3,quality assurance engineer vulcan materials,60
566811,4,commander,0
566811,5,chief airfield operations officer training,62
566811,6,chief combat airspace management,17
566811,7,chief air traffic control operations,152
566811,8,technician supervisor,6
567412,1,store operations manager,34
567412,2,sales consultant,14
568226,1,operations coordinator tropicana chilled dsd operations,34
568226,2,sr administrative assistant human resources,49
568226,3,sr administrative assistant real estate,20
568226,4,quality improvement analyst ambulatory follow up specialist,60
568226,5,intake coordinator customer service representative,1
568226,6,intake coordinator durable medical equipment processor customer,121
569833,1,personal care worker,51
569833,2,certified nursing assistant,130
569833,3,line therapist,169
570247,1,president owner supervisor employee,70
570247,2,employee supervisor subcontractor,6
570247,3,planner,168
570323,1,material handler,144
570323,2,team lead,73
571909,1,patient care technician,135
572110,1,customer service representative,1
572110,2,job coach aide,155
573598,1,administrative assistant,20
573598,2,customer service representative,1
573598,3,human resource assistant,187
574750,1,truck driver,136
574750,2,truck driver sub contractor,136
574750,3,truck driver,136
574750,4,truck driver,136
574750,5,truck driver sub contractor,136
574750,6,truck driver owner and operator,136
574750,7,truck driver owner and operator,136
574750,8,truck driver owner and operator,136
576363,1,account management bookkeeping invoicing collections customer,109
576363,2,commercial consumer collections bookkeeping account management,109
576363,3,consumer commercial collections specialist,109
576363,4,store manager,68
576494,1,heavy duty forklift operator,122
576494,2,forklift operator,122
576494,3,house keeper,0
576494,4,dietary,0
577555,1,prior to founding her first business in 1991,21
579565,1,front end supervisor floor supervisor,6
579565,2,customer service representative,1
579565,3,secretary,104
579573,1,vice president procurement,29
579573,3,director procurement,12
579573,4,assistant director procurement,12
579573,5,district manager outside sales,189
579573,6,merchandising manager,0
579573,7,operations manager,34
579573,8,systems analyst,83
579573,9,service supervisor,156
579573,10,industrial engineer,173
580978,1,marketing project manager,27
580978,2,operations manager,34
580978,3,design specialist prepress production,81
581925,1,legal secretary collection department,104
581925,3,receptionist,54
582564,1,professional driver,143
582564,2,warehose driver,22
582615,1,warehouse worker,51
583412,1,route administrator,28
583412,2,customer service representative,1
583412,3,office operations manager,34
584849,1,construction specialist consultant,114
584849,2,sales engineer representative project scheduler,27
584849,3,senior project manager project estimator project scheduler,27
585749,1,office clerk data systems support,83
585749,2,bank teller,138
586223,1,police dispatcher,0
588023,1,remote claims analyst,100
588023,2,office manager paralegal,24
588023,3,commercial loan processor,163
588023,4,bank teller,138
588264,1,catering coordinator and training specialist,82
588264,2,server bartender banquet server,91
588264,3,shift supervisor,120
588264,4,graphic designer,86
589384,1,marketing coordinator promoted to account executive,192
589384,2,marketing director,23
589384,3,interim executive director,26
589384,4,event planning marketing internship part time,159
589384,5,group coordinator assistant,7
589384,6,broker assistant,2
590301,1,material specialist painter,142
590301,2,material handler receiving clerk,144
590301,3,material handler receiving clerk assembler,144
590382,1,property manager,172
590382,2,assistant property manager,172
590382,3,homan square management,17
592038,1,carpenter masonry,132
592038,2,carpenter apprentice,132
593337,1,department supervisor,64
593337,2,mechanic,89
593337,3,retail sales clerk,77
593337,4,retail sales clerk,77
593523,1,anyang city south korea english teacher,40
593523,2,south korea english teacher,40
594423,1,cdl driver,22
594423,2,cdl driver,22
594423,3,cdl driver,22
594423,4,seasonal cdl driver for holiday s,22
594423,5,driver,22
594423,6,driver,22
594643,1,austin highland development company assistant property manager,172
594643,2,northern illinois university academic advising intern,36
594643,3,theatre crestwood administrative assistant,20
594643,4,theatre crestwood crew member,150
594830,1,regional sales manager,90
594830,2,direct sales management,17
594830,4,area sales manager,182
594830,5,district sales manager,90
595442,1,training supervisor verizon wireless highlights,82
595442,2,workforce development training consultant,82
595442,3,customer service training consultant verizon wireless highlights,82
596042,1,cashier,25
596042,2,cashier,25
596042,3,cashier,25
596229,1,customer service specialist,1
596229,2,manager customer service,1
596229,3,customer service representative,1
596229,4,mediq prn,0
596726,1,maintenance technician,37
596726,2,set up technician operator,10
596726,3,maintenance technician,37
596726,4,cnc machinist set,139
596803,2,fine dinning waiter,0
597977,1,director business controller,175
597977,2,manager business controller financial services,175
597977,3,manager legal financial analysis,69
597977,4,senior analyst revenue accounting uatp system administrator,44
597977,5,senior analyst revenue accounting,44
597977,6,scheduling analyst,9
597977,7,budget analyst,9
597977,8,staff accountant,59
598139,1,accountant,184
598139,2,assistant manager,165
598139,3,credit analyst,183
598139,4,assistant manager,165
599006,1,bartender,199
599006,2,server,91
599006,3,server,91
600183,2,people scout,0
600183,3,sales associate,154
600183,4,massage attendant,125
600183,5,babysitting attendant,125
600183,6,sales associate,154
601277,2,buyer scheduler,145
601277,3,technical support,74
601277,5,manufacturing purchasing manager,145
601277,6,quality control inspector,152
601277,7,engineer maintenance,37
602078,1,mentor class instructor,87
602078,2,delivery driver,22
602078,3,bartender,199
602078,4,stock clerk,13
603567,1,marketing pr consultant for greek week 2012,14
603567,2,hostess,91
603567,3,cashier,25
603567,4,vice president of communications,29
603567,5,event management and sports marketing intern,196
603567,6,public relations volunteer,127
603567,7,volunteer,115
603567,8,volunteer,115
603567,9,eastern illinois university greek life,180
604244,1,consultant,14
604244,2,consultant,14
604561,1,resident assistant,2
604561,2,student activities secretary,104
604561,3,direct support person,31
604561,4,voluntary assistant girls basketball coach,155
605716,1,tread line attendant,169
605716,2,server,91
605716,3,service production manager certified trainer,140
606154,1,obama fellow,0
606154,2,program consultant antigua barbuda west indies,76
606154,3,contract specialist united states general services administration,153
606154,4,field operations specialist for the 2010 census project,96
606154,5,u s peace corps volunteer antigua and barbuda west indies,115
607621,1,prep chef,85
607621,2,line cook,169
607621,3,sales associate,154
608113,1,regional print facility lead,118
608113,2,program assistant,76
609753,1,personal assistant,2
609753,2,receptionist,54
609753,3,mailroom clerk,13
612890,1,warehouse mail handler,144
612890,2,retail sales assistant manager,165
612890,3,location manager,0
612890,4,marketing,23
614898,1,hvp production manager,43
614898,2,innova flavors department foreman,64
614898,3,department shift foreman,120
616663,1,material coordinator senior,142
616663,2,material coordinator senior,142
616663,3,senior production assistant,43
616663,4,production assistant,43
617998,1,area manager contract administration center il wi,182
617998,2,area manager contract field organization il,182
617998,3,area manager outside plant analysis center il,182
617998,4,area manager regional force administration il,182
617998,5,first level regional force administration il,118
617998,6,first level network dispatch manager,101
617998,7,first level core im field manager,96
617998,8,core im construction technician,114
617998,9,electrical assistant technician,179
617998,10,communications field specialist,124
618648,1,forklift operator,122
618648,2,forklift operator,122
618648,3,line worker,169
619543,1,bartender,199
619543,2,bar back stock bouncer,113
619543,3,labor,35
619543,4,basketball coach instructor,155
619767,1,it consultant,14
619767,2,it consultant,14
620544,1,medical care manager,88
620544,2,responsible for maintaining clinical information as an adjunct to hedis reporting,99
620544,3,nurse,107
620544,4,utilization review nurse,107
620544,5,occupational health nurse,63
623612,1,restaurant manager,0
623612,3,cook,85
623612,4,cook,85
623612,6,waitress,199
623612,8,cook waitress,85
623765,1,cna caregiver,130
623765,2,cna,130
623765,3,cna,130
623765,4,cna,130
630205,1,server,91
632268,1,cook,85
632268,2,assistant manager,165
632268,3,ics associate,11
632268,4,stock cashier,25
633547,1,intern,36
633547,2,student worker,67
633547,3,crew manager,150
633868,1,customer support technician,31
633868,2,lab technician assistant,137
633868,4,part time employee,32
633902,1,central region records manager,197
633902,2,records supervisor,197
633902,3,case room coordinator,149
633902,4,project specialist,27
633902,5,estate planning file specialist,185
633902,6,site storage clerk,13
633902,7,records management file clerk,197
633902,8,office services clerk,42
635393,1,lead supervisor crew chief,150
635393,2,production manager,43
635393,3,ceo supervisor,6
