UserID,City,State,Country,ZipCode,DegreeType,Major,GraduationDate,WorkHistoryCount,TotalYearsExperience,CurrentlyEmployed,ManagedOthers,ManagedHowMany,MajorCategoryID,Degree
277006,Elburn,IL,US,60119,Unknown,unknown,2000-01-01,3,15.0,Yes,No,0,-1.0,unknown
278717,Joliet,IL,US,60433,Associate's,nursing,2008-05-01,5,11.0,No,Yes,5,130.0,associate s
279611,Chicago,IL,US,60641,Unknown,unknown,2000-01-01,5,14.0,Yes,No,0,-1.0,unknown
282213,Chicago,IL,US,60617,Bachelor's,unknown,2011-09-01,3,8.0,Unknown,No,0,-1.0,bachelor s
284463,Chicago,IL,US,60639,High School,not applicable,1986-06-01,6,23.0,No,No,0,0.0,high school
287436,Morton,IL,US,61550,Associate's,unknown,1985-05-01,7,8.0,Yes,No,0,-1.0,associate s
287636,Buffalo Grove,IL,US,60089,Bachelor's,psychology,2006-01-01,2,5.0,Unknown,No,0,173.0,bachelor s
289374,Oak Lawn,IL,US,60453,Associate's,business administration,2012-05-01,4,7.0,Unknown,No,0,80.0,associate s
296276,Chicago,IL,US,60624,Bachelor's,business administration management and operations other,1994-05-01,4,15.0,Yes,Yes,50,80.0,bachelor s
296655,Springfield,IL,US,62707,Associate's,llcc,2000-01-01,6,11.0,No,Yes,50,0.0,associate s
297121,Chicago,IL,US,60651,Unknown,unknown,2000-01-01,2,9.0,No,Yes,30,-1.0,unknown
297125,Aurora,IL,US,60504,Unknown,unknown,2000-01-01,6,12.0,Yes,No,0,-1.0,unknown
298213,River Grove,IL,US,60171,Bachelor's,business administration,2000-01-01,4,12.0,Unknown,No,0,80.0,bachelor s
299652,Elmwood Park,IL,US,60707,High School,not applicable,2000-01-01,5,4.0,No,Yes,3,0.0,high school
301168,Chicago,IL,US,60623,Unknown,ged,1988-05-01,1,6.0,No,No,0,0.0,unknown
302062,Crystal Lake,IL,US,60012,Master's,management,1987-12-01,7,13.0,Unknown,No,0,17.0,master s
302082,Chicago,IL,US,60630,High School,not applicable,2006-06-01,8,6.0,Yes,No,0,0.0,high school
303518,Palos Heights,IL,US,60463,High School,bertrand russel los olivos,1987-01-01,3,21.0,Yes,Yes,180,0.0,high school
303601,Palatine,IL,US,60074,Bachelor's,finance and management,2007-05-01,2,8.0,Unknown,No,0,79.0,bachelor s
305620,Downers Grove,IL,US,60515,Associate's,unknown,2003-05-01,2,13.0,Unknown,No,0,-1.0,associate s
306586,Skokie,IL,US,60076,Bachelor's,justice studies,2011-05-01,3,5.0,Yes,No,0,117.0,bachelor s
307951,Chicago,IL,US,60660,Bachelor's,business administration,2012-05-01,4,7.0,Yes,No,0,80.0,bachelor s
308929,Buffalo Grove,IL,US,60089,Associate's,unknown,2000-01-01,5,21.0,Unknown,No,0,-1.0,associate s
309884,Naperville,IL,US,60540,Master's,unknown,2000-01-01,7,26.0,Unknown,No,0,-1.0,master s
311256,Elgin,IL,US,60124,Unknown,business amp human resources,2004-01-01,6,13.0,Yes,Yes,4,49.0,unknown
315474,Schaumburg,IL,US,60194,Unknown,unknown,2000-01-01,4,13.0,Yes,No,0,-1.0,unknown
317563,Loves Park,IL,US,61111,Associate's,unknown,2000-01-01,3,6.0,Unknown,No,0,-1.0,associate s
317710,Calumet City,IL,US,60409,High School,not applicable,2005-01-01,3,10.0,Yes,No,0,0.0,high school
318836,Waukegan,IL,US,60087,Unknown,unknown,2000-01-01,0,11.0,Unknown,No,0,-1.0,unknown
318853,Romeoville,IL,US,60446,Unknown,medical office technology,2000-01-01,6,15.0,No,No,0,128.0,unknown
318996,Carpentersville,IL,US,60110,Unknown,unknown,2000-01-01,6,15.0,Yes,No,0,-1.0,unknown
321647,Maywood,IL,US,60153,High School,not applicable,2000-01-01,5,9.0,No,No,0,0.0,high school
321765,Machesney Park,IL,US,61115,High School,not applicable,2004-06-01,6,11.0,Yes,No,0,0.0,high school
324435,East Carondelet,IL,US,62240,High School,not applicable,1992-01-01,3,16.0,No,No,0,0.0,high school
324919,Chicago,IL,US,60644,Bachelor's,unknown,2010-05-01,5,7.0,No,No,0,-1.0,bachelor s
327184,Romeoville,IL,US,60446,Bachelor's,hospitality management,2012-02-01,2,0.0,No,Yes,6,17.0,bachelor s
328322,Joliet,IL,US,60435,High School,not applicable,1994-01-01,4,15.0,No,No,0,0.0,high school
331152,Loves Park,IL,US,61111,Bachelor's,accounting,2008-12-01,5,6.0,Yes,No,0,44.0,bachelor s
331159,Wheeling,IL,US,60090,Bachelor's,business administration,2000-01-01,9,37.0,No,No,0,80.0,bachelor s
332881,La Grange Park,IL,US,60526,Bachelor's,recreation park administration,2000-01-01,9,22.0,Yes,Yes,36,80.0,bachelor s
333966,Sycamore,IL,US,60178,Bachelor's,political science,2000-01-01,4,11.0,Unknown,No,0,98.0,bachelor s
334579,Arlington Heights,IL,US,60004,Master's,unknown,2000-01-01,6,19.0,Yes,No,0,-1.0,master s
334884,Chicago,IL,US,60641,High School,general studies,1996-06-01,2,13.0,No,No,0,117.0,high school
335220,Calumet City,IL,US,60409,High School,not applicable,2000-01-01,3,5.0,No,No,0,0.0,high school
338600,Forest Park,IL,US,60130,Unknown,marketing and business management,1994-01-01,3,18.0,Unknown,No,0,21.0,unknown
339472,Waterloo,IL,US,62298,High School,not applicable,1992-08-01,4,21.0,No,No,0,0.0,high school
342213,Lake Forest,IL,US,60045,Bachelor's,politics,2012-05-01,4,3.0,Yes,No,0,0.0,bachelor s
344481,Lisle,IL,US,60532,Bachelor's,marketing,2012-04-01,5,5.0,Yes,No,0,23.0,bachelor s
345288,Chicago,IL,US,60614,Bachelor's,communications media,2011-07-01,6,4.0,Unknown,No,0,124.0,bachelor s
345423,Grayslake,IL,US,60030,Master's,teaching,2009-08-01,9,9.0,Yes,No,0,112.0,master s
346187,Rockford,IL,US,61109,Unknown,unknown,2003-12-01,4,10.0,No,No,0,-1.0,unknown
347527,Bloomington,IL,US,61704,Master's,mechanical engineering,2000-01-01,3,5.0,Unknown,No,0,148.0,master s
347572,Tinley Park,IL,US,60477,Unknown,unknown,2000-01-01,3,9.0,Unknown,No,0,-1.0,unknown
347941,Chicago,IL,US,60606,Associate's,applied science accounting,2000-01-01,6,21.0,Unknown,No,0,98.0,associate s
348048,Mount Prospect,IL,US,60056,Bachelor's,operations management information systems,2001-01-01,4,10.0,Yes,No,0,134.0,bachelor s
349026,Chicago,IL,US,60629,Unknown,unknown,2000-01-01,3,24.0,Unknown,No,0,-1.0,unknown
349191,Arlington Heights,IL,US,60005,Master's,counseling psychology,2012-05-01,3,4.0,Yes,No,0,173.0,master s
349493,Mascoutah,IL,US,62258,Unknown,paralegal,2003-06-01,3,9.0,No,Yes,2,174.0,unknown
351614,Rockford,IL,US,61107,Bachelor's,mechanical,2000-01-01,4,12.0,Yes,Yes,10,148.0,bachelor s
352309,Chicago,IL,US,60638,Vocational,administrative computer software specialization,2003-08-01,2,9.0,No,No,0,110.0,vocational
353182,Crystal Lake,IL,US,60014,High School,general education,2009-05-01,5,7.0,No,No,0,131.0,high school
353648,Chicago,IL,US,60659,Master's,mba finance,2013-06-01,3,6.0,Yes,No,0,79.0,master s
354768,Lynwood,IL,US,60411,Bachelor's,technical management,2012-02-01,4,21.0,Unknown,No,0,74.0,bachelor s
354925,Chicago,IL,US,60638,Bachelor's,chemistry,2012-04-01,3,4.0,No,No,0,0.0,bachelor s
355388,Rockford,IL,US,61104,High School,not applicable,2003-01-01,4,6.0,Yes,No,0,0.0,high school
356582,Chicago,IL,US,60610,Master's,electrical computer engineering,2008-05-01,1,3.0,Yes,No,0,179.0,master s
360160,Calumet City,IL,US,60409,Bachelor's,healthcare management,2000-01-01,3,7.0,Yes,No,0,17.0,bachelor s
361744,Kankakee,IL,US,60901,Associate's,criminal justice,2011-01-01,0,11.0,No,No,0,111.0,associate s
362047,Broadview,IL,US,60155,Unknown,unknown,2000-01-01,2,6.0,Unknown,No,0,-1.0,unknown
362669,Chicago,IL,US,60617,Bachelor's,chemistry,2010-12-01,3,8.0,Yes,No,0,0.0,bachelor s
366139,Naperville,IL,US,60540,High School,not applicable,2006-06-01,4,6.0,Yes,No,0,0.0,high school
366636,Bolingbrook,IL,US,60490,High School,not applicable,1978-01-01,3,23.0,No,No,0,0.0,high school
370167,Chicago,IL,US,60612,Unknown,profit accounting,1979-01-01,8,28.0,No,No,0,44.0,unknown
371844,Chicago,IL,US,60622,Bachelor's,marketing,2005-01-01,2,6.0,Yes,No,0,23.0,bachelor s
372305,Woodridge,IL,US,60517,Master's,finance and human,2009-01-01,2,1.0,No,No,0,79.0,master s
373036,Cary,IL,US,60013,Bachelor's,career and technical education,2010-09-01,4,5.0,Yes,No,0,131.0,bachelor s
376965,Chicago,IL,US,60622,High School,unknown,2008-06-01,5,5.0,Yes,Yes,2,-1.0,high school
378334,Lake Zurich,IL,US,60047,Bachelor's,marketing,2012-05-01,4,4.0,Unknown,No,0,23.0,bachelor s
378473,Naperville,IL,US,60565,Associate's,unknown,1992-01-01,8,19.0,Yes,No,0,-1.0,associate s
385850,Mount Prospect,IL,US,60056,Associate's,hospitality management,2000-01-01,5,3.0,Yes,No,0,17.0,associate s
386122,Chicago,IL,US,60646,Master's,unknown,2000-01-01,7,16.0,No,No,0,-1.0,master s
389139,Braidwood,IL,US,60408,High School,not applicable,2000-01-01,5,11.0,No,No,0,0.0,high school
389217,Matteson,IL,US,60443,Associate's,unknown,2000-01-01,5,9.0,No,Yes,10,-1.0,associate s
389962,Chicago,IL,US,60612,PhD,magna,2000-01-01,2,8.0,Yes,No,0,0.0,phd
390096,Evanston,IL,US,60202,Unknown,medical administrative,2010-12-01,4,10.0,Yes,No,0,30.0,unknown
391761,Western Springs,IL,US,60558,Bachelor's,political science,2000-01-01,10,39.0,Yes,Yes,25,98.0,bachelor s
394613,Chicago,IL,US,60641,High School,unknown,2000-01-01,2,11.0,Yes,No,0,-1.0,high school
395271,Chicago,IL,US,60653,Bachelor's,education,1998-01-01,3,10.0,No,No,0,131.0,bachelor s
395528,Naperville,IL,US,60564,High School,not applicable,2005-06-01,4,9.0,Yes,No,0,0.0,high school
397337,Chicago,IL,US,60637,Unknown,unknown,2000-01-01,0,11.0,No,No,0,-1.0,unknown
400401,Streamwood,IL,US,60107,High School,not applicable,1992-01-01,4,20.0,Yes,No,0,0.0,high school
400544,Chicago,IL,US,60607,Bachelor's,history,2012-05-01,9,3.0,Unknown,No,0,0.0,bachelor s
400576,Plainfield,IL,US,60586,Unknown,unknown,2000-01-01,1,4.0,Unknown,No,0,-1.0,unknown
400609,McHenry,IL,US,60050,Master's,unknown,2000-01-01,6,17.0,No,No,0,-1.0,master s
401046,Chicago,IL,US,60624,Bachelor's,unknown,2012-04-01,5,9.0,No,No,0,-1.0,bachelor s
402196,Chicago,IL,US,60644,Bachelor's,unknown,1989-01-01,3,8.0,No,No,0,-1.0,bachelor s
402604,Chicago,IL,US,60610,High School,not applicable,2011-01-01,4,3.0,No,No,0,0.0,high school
402833,Chicago,IL,US,60625,High School,not applicable,1993-01-01,7,11.0,No,No,0,0.0,high school
404835,Lisle,IL,US,60532,High School,unknown,1972-05-01,3,34.0,No,No,0,-1.0,high school
405415,Tinley Park,IL,US,60477,Unknown,unknown,2000-01-01,3,37.0,No,No,0,-1.0,unknown
406951,Westchester,IL,US,60154,Bachelor's,business administration,2000-01-01,3,12.0,No,No,0,80.0,bachelor s
406973,Skokie,IL,US,60077,Bachelor's,unknown,2000-01-01,5,4.0,Yes,No,0,-1.0,bachelor s
406993,Oak Forest,IL,US,60452,Bachelor's,management information systems,2012-03-01,5,5.0,Yes,No,0,134.0,bachelor s
412946,Bellwood,IL,US,60104,Unknown,pest and chemical,2011-01-01,3,19.0,No,Yes,8,10.0,unknown
414054,Chicago,IL,US,60601,Bachelor's,organizational leadership,2000-01-01,5,21.0,Unknown,No,0,76.0,bachelor s
414169,Schaumburg,IL,US,60193,High School,not applicable,2003-09-01,3,5.0,Yes,No,0,0.0,high school
414386,Champaign,IL,US,61821,High School,not applicable,2007-05-01,3,5.0,Yes,No,0,0.0,high school
415325,Chicago,IL,US,60618,Unknown,unknown,2000-01-01,3,7.0,Yes,No,0,-1.0,unknown
416114,Springfield,IL,US,62703,High School,na,2000-01-01,4,10.0,No,Yes,368,0.0,high school
416695,Chicago,IL,US,60614,Master's,unknown,2012-03-01,6,12.0,Yes,Yes,50,-1.0,master s
417078,Chicago,IL,US,60655,High School,not applicable,2008-05-01,3,6.0,Yes,No,0,0.0,high school
419484,Markham,IL,US,60428,High School,not applicable,2000-01-01,2,20.0,Yes,No,0,0.0,high school
420257,Peoria,IL,US,61605,Unknown,unknown,2000-01-01,9,6.0,Unknown,No,0,-1.0,unknown
422160,South Holland,IL,US,60473,Unknown,unknown,2000-01-01,2,4.0,Unknown,No,0,-1.0,unknown
427813,Saint Charles,IL,US,60175,Bachelor's,accountancy,2012-05-01,2,5.0,Yes,No,0,0.0,bachelor s
428747,Waukegan,IL,US,60087,Master's,general business,1976-01-01,9,41.0,Yes,Yes,3,35.0,master s
429324,Bolingbrook,IL,US,60440,Unknown,unknown,2000-01-01,0,11.0,Unknown,No,0,-1.0,unknown
432215,Groveland,IL,US,61535,Bachelor's,nursing registered nurse rn asn bsn msn,2010-01-01,2,22.0,No,No,0,39.0,bachelor s
433092,Schaumburg,IL,US,60194,Unknown,general studies,2012-04-01,3,8.0,Yes,Yes,6,117.0,unknown
434352,Chicago,IL,US,60616,Bachelor's,unknown,2011-05-01,4,11.0,Yes,No,0,-1.0,bachelor s
439237,Lake in the Hills,IL,US,60156,Unknown,unknown,1999-01-01,3,12.0,No,No,0,-1.0,unknown
440453,Ashland,IL,US,62612,High School,not applicable,1997-01-01,3,10.0,No,No,0,0.0,high school
440980,Naperville,IL,US,60567,Bachelor's,accounting,2012-05-01,5,5.0,No,No,0,44.0,bachelor s
442015,Plainfield,IL,US,60586,Bachelor's,e commerce,2010-04-01,8,9.0,No,No,0,0.0,bachelor s
444236,Lovington,IL,US,61937,High School,not applicable,2006-01-01,4,2.0,Unknown,No,0,0.0,high school
446172,Chicago,IL,US,60637,High School,not applicable,2000-01-01,4,5.0,No,No,0,0.0,high school
446515,Chicago,IL,US,60644,Unknown,music studies,2011-06-01,2,4.0,Yes,No,0,117.0,unknown
447722,Chicago,IL,US,60618,Bachelor's,networking,2000-01-01,5,5.0,No,Yes,2,0.0,bachelor s
447929,Chicago,IL,US,60646,Unknown,computer science,2000-01-01,5,17.0,Yes,No,0,98.0,unknown
448819,Chicago,IL,US,60651,Unknown,business finance management,2010-11-01,6,6.0,Yes,No,0,79.0,unknown
449310,Joliet,IL,US,60435,High School,not applicable,2007-01-01,5,5.0,Yes,No,0,0.0,high school
450073,Elwood,IL,US,60421,Bachelor's,mathematics general,2014-05-01,2,2.0,No,No,0,35.0,bachelor s
452754,Harvey,IL,US,60426,High School,not applicable,1980-06-01,2,9.0,No,No,0,0.0,high school
454900,Lombard,IL,US,60148,Bachelor's,spanish,2012-05-01,6,7.0,Yes,No,0,0.0,bachelor s
456792,Chicago Heights,IL,US,60411,Associate's,unknown,2000-01-01,4,22.0,Unknown,No,0,-1.0,associate s
457105,Springfield,IL,US,62707,Bachelor's,arts humanities,2008-12-01,6,8.0,Unknown,No,0,111.0,bachelor s
464627,Peoria,IL,US,61614,High School,not applicable,2000-01-01,4,37.0,Yes,No,0,0.0,high school
465505,Tinley Park,IL,US,60477,Bachelor's,chemical engineering,2012-05-01,3,4.0,Yes,Yes,4,170.0,bachelor s
465690,Oswego,IL,US,60543,High School,not applicable,1983-01-01,6,25.0,Unknown,No,0,0.0,high school
466366,Normal,IL,US,61761,Associate's,cable tv engineering,2000-01-01,6,33.0,Yes,No,0,170.0,associate s
466836,Highland,IL,US,62249,Bachelor's,marketing,2011-05-01,5,7.0,Yes,No,0,23.0,bachelor s
468619,Elmwood Park,IL,US,60707,Bachelor's,mathematics,2011-12-01,2,3.0,No,No,0,0.0,bachelor s
470891,Edwardsville,IL,US,62025,Master's,unknown,2000-01-01,4,3.0,No,No,0,-1.0,master s
473100,East Saint Louis,IL,US,62203,Unknown,business administration,1990-01-01,6,25.0,Yes,No,0,80.0,unknown
474338,Woodstock,IL,US,60098,Associate's,unknown,2007-05-01,3,3.0,No,No,0,-1.0,associate s
474355,Palatine,IL,US,60067,Unknown,marketing psychology and paralegal,2000-01-01,4,21.0,Yes,Yes,10,23.0,unknown
474922,Bartlett,IL,US,60103,Bachelor's,english and education,2005-01-01,9,9.0,No,No,0,131.0,bachelor s
477483,Chicago,IL,US,60603,Bachelor's,unknown,2005-06-01,4,14.0,No,No,0,-1.0,bachelor s
480337,Pocahontas,IL,US,62275,Bachelor's,sports and recreation management,2006-05-01,9,12.0,Unknown,No,0,17.0,bachelor s
481416,Chicago,IL,US,60651,Unknown,business law,1998-01-01,3,10.0,Yes,No,0,21.0,unknown
483016,Glendale Heights,IL,US,60139,Bachelor's,unknown,2012-05-01,2,7.0,Yes,No,0,-1.0,bachelor s
483950,Crete,IL,US,60417,Bachelor's,general studies,2000-01-01,7,12.0,Yes,No,0,117.0,bachelor s
484272,Riverdale,IL,US,60827,Bachelor's,electronic engineering,2006-06-01,4,14.0,Yes,No,0,170.0,bachelor s
486557,Park Forest,IL,US,60466,Unknown,unknown,1972-05-01,1,15.0,No,No,0,-1.0,unknown
487084,Elgin,IL,US,60120,Vocational,boiler operations hvac repairs controllers maintenance engineering,1996-05-01,5,34.0,No,Yes,10,170.0,vocational
487086,Hampshire,IL,US,60140,Associate's,professional nursing,2000-05-01,4,15.0,Yes,No,0,143.0,associate s
491141,Chicago,IL,US,60619,Unknown,music general,2000-01-01,2,5.0,Unknown,No,0,35.0,unknown
493004,Chicago,IL,US,60622,Bachelor's,liberal arts,1986-01-01,3,16.0,Yes,No,0,111.0,bachelor s
493897,Riverdale,IL,US,60827,High School,word processing,2002-06-01,4,7.0,No,Yes,6,162.0,high school
494077,Park Forest,IL,US,60466,Associate's,information technology it support,2011-06-01,3,11.0,No,No,0,134.0,associate s
495586,Barstow,IL,US,61236,Unknown,unknown,2001-05-01,3,9.0,Yes,No,0,-1.0,unknown
496693,Harvard,IL,US,60033,High School,unknown,2009-06-01,4,3.0,Yes,No,0,-1.0,high school
498085,Chicago,IL,US,60652,High School,not applicable,2000-01-01,3,12.0,Unknown,No,0,0.0,high school
500649,Chicago,IL,US,60640,Unknown,management,2000-01-01,2,14.0,No,No,0,17.0,unknown
501521,Calumet City,IL,US,60409,Bachelor's,unknown,2007-12-01,2,7.0,No,No,0,-1.0,bachelor s
501568,Aurora,IL,US,60505,Unknown,unknown,2000-01-01,4,5.0,Yes,No,0,-1.0,unknown
502212,Chicago,IL,US,60601,Bachelor's,word processing,1984-01-01,4,24.0,No,No,0,162.0,bachelor s
503151,Chicago,IL,US,60616,Master's,biological science,2010-08-01,5,6.0,Yes,No,0,98.0,master s
505333,Chicago,IL,US,60622,High School,not applicable,2000-01-01,2,4.0,No,No,0,0.0,high school
506122,Chicago,IL,US,60616,Associate's,applied science accounting,2007-01-01,2,12.0,Yes,No,0,98.0,associate s
506173,Chicago,IL,US,60617,Unknown,unknown,2000-01-01,1,6.0,No,No,0,-1.0,unknown
506478,Evanston,IL,US,60202,Unknown,unknown,2000-01-01,6,7.0,Yes,No,0,-1.0,unknown
507377,Chicago,IL,US,60706,Unknown,unknown,2000-01-01,6,16.0,Yes,No,0,-1.0,unknown
507959,Crystal Lake,IL,US,60014,Unknown,unknown,2000-01-01,0,11.0,No,No,0,-1.0,unknown
508764,Chicago,IL,US,60618,Unknown,unknown,2000-01-01,4,13.0,No,Yes,25,-1.0,unknown
509905,Joliet,IL,US,60432,High School,not applicable,2000-01-01,2,9.0,Yes,No,0,0.0,high school
509909,Crystal Lake,IL,US,60012,Bachelor's,communication studies,2000-01-01,8,17.0,Yes,Yes,15,194.0,bachelor s
511463,Peoria,IL,US,61604,High School,not applicable,1992-01-01,4,13.0,Yes,No,0,0.0,high school
512135,Chicago,IL,US,60628,High School,graphic communications,2004-06-01,4,8.0,Unknown,No,0,124.0,high school
512509,Joliet,IL,US,60432,Unknown,unknown,2000-01-01,5,32.0,Yes,No,0,-1.0,unknown
513299,Glenview,IL,US,60025,Bachelor's,computer science,1998-01-01,3,12.0,Unknown,No,0,98.0,bachelor s
516755,Chicago,IL,US,60617,Associate's,liberal arts and sciences liberal studies,2011-05-01,4,4.0,Yes,No,0,111.0,associate s
521482,Naperville,IL,US,60565,Master's,reading and literacy,2004-06-01,7,12.0,Yes,Yes,65,0.0,master s
523451,Chicago,IL,US,60620,Unknown,computer science,2000-01-01,0,11.0,No,No,0,98.0,unknown
524778,Chicago,IL,US,60644,Bachelor's,medical administrative assisting,2011-01-01,1,1.0,Yes,Yes,3,30.0,bachelor s
526219,Schaumburg,IL,US,60194,High School,college university prep,2002-06-01,3,5.0,Yes,No,0,85.0,high school
526760,Chicago Ridge,IL,US,60415,Unknown,unknown,2000-01-01,0,11.0,Unknown,No,0,-1.0,unknown
527846,Highland,IL,US,62249,High School,not applicable,1997-05-01,4,15.0,Yes,No,0,0.0,high school
527859,Chicago,IL,US,60618,Bachelor's,marketing,2011-12-01,4,13.0,Yes,No,0,23.0,bachelor s
528510,Chicago,IL,US,60649,Bachelor's,recent career history,2010-01-01,2,6.0,Yes,No,0,42.0,bachelor s
532540,Elgin,IL,US,60123,Associate's,business data processing,2000-01-01,5,19.0,Yes,No,0,162.0,associate s
533873,Crest Hill,IL,US,60403,Unknown,unknown,2000-01-01,4,17.0,No,No,0,-1.0,unknown
534274,South Holland,IL,US,60473,Master's,business administration management and operations other,2012-04-01,5,38.0,No,No,0,80.0,master s
536386,Chicago,IL,US,60609,Bachelor's,journalism and media studies,2013-01-01,3,1.0,No,Yes,4,117.0,bachelor s
539008,Chicago,IL,US,60639,Bachelor's,liberal arts and sciences,2011-01-01,2,5.0,Unknown,No,0,111.0,bachelor s
541265,Chicago,IL,US,60642,Unknown,radio television broadcasting,2011-05-01,5,12.0,Yes,Yes,6,0.0,unknown
541600,Chicago,IL,US,60637,Bachelor's,business management administration,2014-05-01,3,11.0,No,Yes,2,80.0,bachelor s
544035,Grayslake,IL,US,60030,Unknown,human services,2012-04-01,5,7.0,Yes,Yes,4,42.0,unknown
544179,Chicago,IL,US,60615,Bachelor's,criminal justice law enforcement administration,2012-05-01,3,6.0,Yes,Yes,10,111.0,bachelor s
545686,Chicago,IL,US,60619,Bachelor's,unknown,2006-05-01,3,5.0,No,No,0,-1.0,bachelor s
546679,Orland Park,IL,US,60462,Unknown,medical clinical assistant,2012-05-01,4,4.0,No,No,0,99.0,unknown
547565,Gardner,IL,US,60424,High School,not applicable,2009-01-01,1,0.0,Yes,No,0,0.0,high school
549717,Seneca,IL,US,61360,Associate's,medical,2012-10-01,3,10.0,No,Yes,6,30.0,associate s
550123,Marion,IL,US,62959,Bachelor's,psychology,2006-12-01,4,11.0,No,No,0,173.0,bachelor s
550952,Belleville,IL,US,62223,Unknown,unknown,2000-01-01,3,32.0,Unknown,No,0,-1.0,unknown
554963,Collinsville,IL,US,62234,Bachelor's,sociology,2010-01-01,10,14.0,Yes,No,0,0.0,bachelor s
556378,Maywood,IL,US,60153,Master's,metallurgy lab air craft quality technician,2012-04-01,1,1.0,Unknown,No,0,137.0,master s
556609,Rockford,IL,US,61114,Unknown,computer programming,2000-01-01,6,112.0,No,No,0,110.0,unknown
559723,Chicago,IL,US,60657,Bachelor's,human resource management and sport management,2012-05-01,6,4.0,Yes,No,0,187.0,bachelor s
562150,University Park,IL,US,60484,Bachelor's,sociology,2003-12-01,4,4.0,No,Yes,100,0.0,bachelor s
562189,Orland Park,IL,US,60462,High School,not applicable,1991-01-01,4,16.0,No,No,0,0.0,high school
563052,Chicago,IL,US,60630,Bachelor's,information and decision sciences and marketing,2000-01-01,6,13.0,Yes,No,0,134.0,bachelor s
563274,Blue Island,IL,US,60406,Bachelor's,science geography,2003-01-01,4,7.0,Yes,No,0,98.0,bachelor s
563584,Naperville,IL,US,60540,Bachelor's,organizational communication,2011-06-01,9,8.0,Yes,No,0,194.0,bachelor s
564042,Columbia,IL,US,62236,Unknown,business and general studies,2000-01-01,6,23.0,No,No,0,117.0,unknown
565455,Poplar Grove,IL,US,61065,Unknown,unknown,2000-01-01,7,25.0,Yes,No,0,-1.0,unknown
566811,Plainfield,IL,US,60544,Bachelor's,electronic engineering technology,1990-01-01,8,33.0,Yes,No,0,128.0,bachelor s
568226,Lansing,IL,US,60438,Bachelor's,information technology,2011-01-01,6,20.0,Yes,No,0,134.0,bachelor s
569833,Litchfield,IL,US,62056,Bachelor's,animal science 2nd major psychology,2011-05-01,3,3.0,Unknown,No,0,98.0,bachelor s
570247,Mount Prospect,IL,US,60056,Unknown,computer networking,2001-01-01,3,9.0,Yes,No,0,110.0,unknown
571909,Chicago,IL,US,60620,Unknown,unknown,2000-01-01,1,0.0,Unknown,No,0,-1.0,unknown
572110,Rockford,IL,US,61104,High School,hs diploma,2008-05-01,3,4.0,Yes,No,0,0.0,high school
574750,Sauk Village,IL,US,60411,High School,not applicable,1988-06-01,8,10.0,No,No,0,0.0,high school
576363,Chicago,IL,US,60626,Bachelor's,accounting,2000-01-01,4,13.0,Yes,No,0,44.0,bachelor s
576494,Broadview,IL,US,60155,Unknown,unknown,2007-01-01,4,17.0,No,No,0,-1.0,unknown
577555,Winnetka,IL,US,60093,Master's,unknown,1991-01-01,1,0.0,Yes,No,0,-1.0,master s
579565,Dolton,IL,US,60419,High School,unknown,2005-10-01,4,11.0,Yes,Yes,25,-1.0,high school
579573,Naperville,IL,US,60564,Bachelor's,engineering,1989-01-01,10,22.0,No,No,0,170.0,bachelor s
580978,Schaumburg,IL,US,60193,Bachelor's,advertising design,2008-09-01,3,5.0,Unknown,No,0,81.0,bachelor s
581925,Bolingbrook,IL,US,60440,High School,not applicable,2006-01-01,4,6.0,No,No,0,0.0,high school
582564,Ridge Farm,IL,US,61870,Unknown,unknown,2000-01-01,2,9.0,No,No,0,-1.0,unknown
584849,Chicago,IL,US,60607,Bachelor's,civil engineering,1994-12-01,3,18.0,Yes,No,0,170.0,bachelor s
585749,O Fallon,IL,US,62269,High School,liberal arts,2014-05-01,2,7.0,No,Yes,70,111.0,high school
588023,Jacksonville,IL,US,62650,Bachelor's,paralegal studies,2005-01-01,4,19.0,Yes,Yes,8,117.0,bachelor s
588264,Algonquin,IL,US,60102,Associate's,unknown,2000-01-01,4,5.0,Yes,No,0,-1.0,associate s
589384,Oak Park,IL,US,60304,Master's,international business marketing,2005-01-01,6,17.0,Yes,No,0,191.0,master s
590301,Peoria,IL,US,61604,Unknown,unknown,2000-01-01,3,11.0,Yes,No,0,-1.0,unknown
590382,Chicago,IL,US,60617,Bachelor's,business administration project management,2000-01-01,3,15.0,No,Yes,15,80.0,bachelor s
593337,Rockton,IL,US,61072,High School,not applicable,2009-06-01,4,4.0,Yes,No,0,0.0,high school
594423,Wheeling,IL,US,60090,Unknown,unknown,2000-01-01,6,10.0,No,No,0,-1.0,unknown
594643,Alsip,IL,US,60803,Bachelor's,family and child studies,2011-05-01,4,8.0,No,No,0,117.0,bachelor s
594830,Rockford,IL,US,61108,Bachelor's,communications,2010-01-01,5,6.0,Yes,No,0,124.0,bachelor s
595442,Chicago,IL,US,60617,Bachelor's,unknown,2000-01-01,3,6.0,No,No,0,-1.0,bachelor s
596042,Chicago,IL,US,60623,Bachelor's,nursing,2009-06-01,3,5.0,Yes,No,0,130.0,bachelor s
596726,South Beloit,IL,US,61080,Unknown,industrial,2000-01-01,4,9.0,Yes,No,0,173.0,unknown
596803,Chicago,IL,US,60634,Unknown,hospitality hotel and travel,2014-04-01,3,15.0,Yes,Yes,25,174.0,unknown
